priority rank,old URL,old title,old meta title,old meta description,old content type,current live status,Google ranking/impression/click evidence,featured snippet evidence,old image availability,best new route,whether to preserve same URL or redirect,redirect target,canonical URL,sitemap inclusion,legal safety status,image status,approval status,recovery classification,notes
"130","https://chamanlawfirm.com/how-to-handle-land-grabbers-in-ogun-state/","How To Handle Land Grabbers In Ogun State","Powerful Steps: How to Handle Land Grabbers in Ogun State","How to Handle Land Grabbers in Ogun State - protect your property, avoid falling victim to fraudulent land claims or extortion / Chaman Law Firm","property/title","approved Sanity post; missing old-url redirect","94 clicks; 2455 impressions; avg position 7.01 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/how-to-handle-land-grabbers-in-ogun-state","redirect old URL to best new route","/resources/blog/how-to-handle-land-grabbers-in-ogun-state","https://chamanlawfirm.com/resources/blog/how-to-handle-land-grabbers-in-ogun-state","included","medium - verify current law and facts before publication","image and alt present in Sanity","approved public","redirect one-hop to closest exact live equivalent",""
"131","https://chamanlawfirm.com/proven-steps-the-canons-of-interpretation/","Proven Steps The Canons Of Interpretation","","","general legal education","live 404","93 clicks; 7675 impressions; avg position 7.97 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/proven-steps-the-canons-of-interpretation","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/proven-steps-the-canons-of-interpretation","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"132","https://chamanlawfirm.com/how-to-file-a-lawsuit-in-nigeria/","How To File A Lawsuit In Nigeria","","","general legal education","live 404","93 clicks; 7639 impressions; avg position 7.05 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/how-to-file-a-lawsuit-in-nigeria","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/how-to-file-a-lawsuit-in-nigeria","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"133","https://chamanlawfirm.com/legally-combat-police-harassment-in-nigeria/","Legally Combat Police Harassment In Nigeria","Police Harassment :8 Steps to Combat Police Molestation","Police harassment, intimidation, and molestation have unfortunately become common experiences for many Nigerians. Learn to combat police harassment","litigation/ADR","hidden Sanity draft; do not redirect","93 clicks; 4804 impressions; avg position 9.84 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/legally-combat-police-harassment-in-nigeria","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/legally-combat-police-harassment-in-nigeria","not included until restored/approved or static target exists","high - lawyer review required before publication","image and alt present in Sanity","hidden/not approved","keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",""
"134","https://chamanlawfirm.com/rights-of-parties-to-a-mortgage/","Rights Of Parties To A Mortgage","","","general legal education","live 404","93 clicks; 2853 impressions; avg position 19.98 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/rights-of-parties-to-a-mortgage","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/rights-of-parties-to-a-mortgage","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"135","https://chamanlawfirm.com/legal-obligations-for-debt-collectors/","Legal Obligations For Debt Collectors","Legal Obligations For Debt Collectors: Powerful Insight: Understanding Legal Obligations for Debt Collectors in Nigeria","Legal Obligations For Debt Collectors The bottom line is simple but powerful: there is no room for shortcuts in lawful debt recovery. Compliance is not a bureaucratic...","debt recovery","redirect configured to /resources/blog/legal-obligations-for-debt-collectors","92 clicks; 8933 impressions; avg position 12.92 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/legal-obligations-for-debt-collectors","redirect old URL to best new route","/resources/blog/legal-obligations-for-debt-collectors","https://chamanlawfirm.com/resources/blog/legal-obligations-for-debt-collectors","included","medium - verify current law and facts before publication","image and alt present in Sanity","approved public","restore as blog post",""
"136","https://chamanlawfirm.com/challenges-of-implementing-the-land-use-act/","Challenges Of Implementing The Land Use Act","Challenges Of Implementing The Land Use Act","The Challenges of Implementing the Land Use Act: A Deep Dive into Nigeria’s Land Administration","property/title","hidden Sanity draft; do not redirect","92 clicks; 6626 impressions; avg position 10.92 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/challenges-of-implementing-the-land-use-act","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/challenges-of-implementing-the-land-use-act","not included until restored/approved or static target exists","medium - verify current law and facts before publication","image and alt present in Sanity","hidden/not approved","keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",""
"137","https://chamanlawfirm.com/board-of-directors-in-nigerian-companies/","Board Of Directors In Nigerian Companies","","","corporate/commercial","live 404","91 clicks; 8410 impressions; avg position 13.69 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/board-of-directors-in-nigerian-companies","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/board-of-directors-in-nigerian-companies","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"138","https://chamanlawfirm.com/how-to-legally-evict-a-tenant-in-lagos-state/","How To Legally Evict A Tenant In Lagos State","How to Legally Evict a Tenant in Lagos State Without Breaking the Law in 6 Proven Steps.","Landlord-tenant disputes are common in Lagos State, with eviction being one of the most sensitive issues. Landlords must understand the legal process of evicting a tenant to avoid contravening laws and facing legal re...","property/title","approved Sanity post; missing old-url redirect","90 clicks; 7981 impressions; avg position 9.58 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/how-to-legally-evict-a-tenant-in-lagos-state","redirect old URL to best new route","/resources/blog/how-to-legally-evict-a-tenant-in-lagos-state","https://chamanlawfirm.com/resources/blog/how-to-legally-evict-a-tenant-in-lagos-state","included","high - lawyer review required before publication","image and alt present in Sanity","approved public","redirect one-hop to closest exact live equivalent",""
"139","https://chamanlawfirm.com/legal-processofobtaininga-deed-of-assignment/","Legal Processofobtaininga Deed Of Assignment","Legal Process for Obtaining a Deed of Assignment in Nigeria","Introduction Securing real estate ownership in Lagos, Nigeria, involves numerous legal processes, with the Deed of Assignment being a crucial document that solidifies property transfer. Understanding the importance of","property/title","redirect configured to /resources/blog/legal-processofobtaininga-deed-of-assignment","90 clicks; 7853 impressions; avg position 7.57 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/legal-processofobtaininga-deed-of-assignment","redirect old URL to best new route","/resources/blog/legal-processofobtaininga-deed-of-assignment","https://chamanlawfirm.com/resources/blog/legal-processofobtaininga-deed-of-assignment","included","low/medium - editorial and legal review still required","image and alt present in Sanity","approved public","restore as blog post",""
"140","https://chamanlawfirm.com/methods-of-transfer-of-shares/","Methods Of Transfer Of Shares","","","corporate/commercial","live 404","89 clicks; 6874 impressions; avg position 25.03 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/methods-of-transfer-of-shares","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/methods-of-transfer-of-shares","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"141","https://chamanlawfirm.com/laspppa-what-it-is-and-why-it-matters-in-lagos/","Laspppa What It Is And Why It Matters In Lagos","","","general legal education","live 404","88 clicks; 15004 impressions; avg position 6.39 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/laspppa-what-it-is-and-why-it-matters-in-lagos","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/laspppa-what-it-is-and-why-it-matters-in-lagos","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"142","https://chamanlawfirm.com/land-tenures-and-customary-land-tenure-systems/","Land Tenures And Customary Land Tenure Systems","Powerful: Land Tenures and Customary Land Tenure Systems","Understand land tenures and customary land tenure systems in Nigeria, including legal recognition, practices, and their impact on land ownership.","property/title","redirect configured to /resources/blog/land-tenures-and-customary-land-tenure-systems","88 clicks; 12139 impressions; avg position 14.18 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/land-tenures-and-customary-land-tenure-systems","redirect old URL to best new route","/resources/blog/land-tenures-and-customary-land-tenure-systems","https://chamanlawfirm.com/resources/blog/land-tenures-and-customary-land-tenure-systems","included","medium - verify current law and facts before publication","image and alt present in Sanity","approved public","restore as blog post",""
"143","https://chamanlawfirm.com/can-a-member-be-expelled-from-a-trade-union/","Can A Member Be Expelled From A Trade Union","","","general legal education","live 404","87 clicks; 3688 impressions; avg position 6.26 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/can-a-member-be-expelled-from-a-trade-union","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/can-a-member-be-expelled-from-a-trade-union","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"144","https://chamanlawfirm.com/property-with-existing-tenants-in-nigeria/","Property With Existing Tenants In Nigeria","Property with existing tenants in Nigeria","Frustrated? Bought a Property with Existing Tenants Who Refuse to Leave? Here’s What to Do! Property with existing tenants in Nigeria...","property/title","redirect configured to /resources/blog/property-with-existing-tenants-in-nigeria","87 clicks; 3193 impressions; avg position 11.24 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/property-with-existing-tenants-in-nigeria","redirect old URL to best new route","/resources/blog/property-with-existing-tenants-in-nigeria","https://chamanlawfirm.com/resources/blog/property-with-existing-tenants-in-nigeria","included","medium - verify current law and facts before publication","image and alt present in Sanity","approved public","restore as blog post",""
"145","https://chamanlawfirm.com/letter-of-administration-in-ogun-state/","Letter Of Administration In Ogun State","","","probate/estate","live 404","87 clicks; 2544 impressions; avg position 9.57 from local GSC Pages.csv","not available locally","legacy image not confirmed","/practice-areas/probate-estate-administration","redirect old URL to best new route","","https://chamanlawfirm.com/practice-areas/probate-estate-administration","included","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"146","https://chamanlawfirm.com/land-use-act-and-land-tenure-systems/","Land Use Act And Land Tenure Systems","Land Use Act And Land Tenure Systems","Land Use Act and Land tenure systems The Land Use Act vs. Traditional Land Tenure: A Complex Interaction","property/title","hidden Sanity draft; do not redirect","86 clicks; 8434 impressions; avg position 15.81 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/land-use-act-and-land-tenure-systems","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/land-use-act-and-land-tenure-systems","not included until restored/approved or static target exists","medium - verify current law and facts before publication","image and alt present in Sanity","hidden/not approved","keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",""
"147","https://chamanlawfirm.com/international-law-in-conflict-resolution/","International Law In Conflict Resolution","","","general legal education","live 404","86 clicks; 8203 impressions; avg position 12.21 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/international-law-in-conflict-resolution","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/international-law-in-conflict-resolution","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"148","https://chamanlawfirm.com/where-marriage-under-the-act-can-be-conducted/","Where Marriage Under The Act Can Be Conducted","Proven Steps: Where Marriage Under the Act can be Conducted","Find out where marriage under the Act can be conducted in Nigeria, including legal venues and requirements for a valid marriage ceremony.","family law","redirect configured to /resources/blog/where-marriage-under-the-act-can-be-conducted","85 clicks; 15038 impressions; avg position 13.77 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/where-marriage-under-the-act-can-be-conducted","redirect old URL to best new route","/resources/blog/where-marriage-under-the-act-can-be-conducted","https://chamanlawfirm.com/resources/blog/where-marriage-under-the-act-can-be-conducted","included","high - lawyer review required before publication","image and alt present in Sanity","approved public","restore as blog post",""
"149","https://chamanlawfirm.com/how-nigerian-courts-handle-electronic-evidence/","How Nigerian Courts Handle Electronic Evidence","How Nigerian Courts Handle Electronic Evidence; Powerful Insight: How Nigerian Courts Handle Electronic Evidence in the Digital Age","How Nigerian Courts Handle Electronic Evidence; Powerful Insight: How Nigerian Courts Handle Electronic Evidence in the Digital Age...","litigation/ADR","redirect configured to /resources/blog/how-nigerian-courts-handle-electronic-evidence","85 clicks; 14154 impressions; avg position 8.26 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/how-nigerian-courts-handle-electronic-evidence","redirect old URL to best new route","/resources/blog/how-nigerian-courts-handle-electronic-evidence","https://chamanlawfirm.com/resources/blog/how-nigerian-courts-handle-electronic-evidence","included","low/medium - editorial and legal review still required","image and alt present in Sanity","approved public","restore as blog post",""
"150","https://chamanlawfirm.com/the-role-of-regulatory-bodies/","The Role Of Regulatory Bodies","","","general legal education","live 404","84 clicks; 12523 impressions; avg position 17.56 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/the-role-of-regulatory-bodies","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/the-role-of-regulatory-bodies","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"151","https://chamanlawfirm.com/who-can-be-a-notary-public/","Who Can Be A Notary Public","Who Can Be A Notary Public","WHO CAN BE A NOTARY PUBLIC The Notaries Public Act 1936 provides for the appointment, roles and responsibilities of a Notary Public in Nigeria. In Nigeria, Notaries Public are appointed by the Chief Justice of Nigeria.","notary/documentation","hidden Sanity draft; do not redirect","83 clicks; 15411 impressions; avg position 10.26 from local GSC Pages.csv","not available locally","legacy image not confirmed","/practice-areas/notary-public-services","redirect old URL to best new route","","https://chamanlawfirm.com/practice-areas/notary-public-services","included","low/medium - editorial and legal review still required","image recovery needed","hidden/not approved","keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",""
"152","https://chamanlawfirm.com/doctrine-of-ultra-vires/","Doctrine Of Ultra Vires","","","general legal education","live 404","83 clicks; 12540 impressions; avg position 18.04 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/doctrine-of-ultra-vires","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/doctrine-of-ultra-vires","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
